Time,CPU 1,CPU 2,CPU 3,CPU 4,CPU 5,CPU 6,CPU 7,CPU 8,Overall CPU Utilization,RAM Usage,GPU Utilization,GPU Memory Utilization
74,19.48937735,2.458284102,0.910002897,82.96890675,0.910002897,0.910002897,4.006565307,0,13.95664278,27.68105692,15,13
75,9.355520501,12.48119221,21.85820733,65.61761122,7.792684648,0,3.104177088,0,15.02617412,27.68136229,15,12
76,16.6996934,0,7.269470016,2.554358322,5.697766118,2.554358322,0,84.28296102,14.8823259,27.67959115,15,13
77,17.93829892,2.454959088,34.96997273,5.551627054,13.29329697,11.74496298,11.74496298,38.06664069,16.97059018,27.67959115,15,13
78,7.269432706,4.126023645,100,0,5.697728175,0.982614584,5.697728175,0.982614584,15.59451773,27.65017384,15,13
79,22.00444922,22.00444922,34.48373734,14.20489414,18.88462718,18.88462718,15.76480515,14.20489414,20.05456045,27.99774596,15,13
80,0.68466009,0,3.788264462,0.68466009,11.54727539,8.443671021,5.340066649,79.82657158,13.78939616,27.99182178,15,13
81,11.76835674,22.79731215,46.43078802,13.3439218,8.617226628,3.890531454,0,14.91948686,15.22095296,27.98742446,15,13
82,2.461946063,18.19389025,19.76708466,0.888751645,0.888751645,0,63.81652838,4.035140481,13.75651164,27.9885645,15,13
83,61.51935051,1.489537302,33.81328287,1.489537302,19.96024906,4.567989262,10.72489318,0,16.69560494,28.54413431,20,14
84,20.89369419,1.908180792,28.80432477,50.9540904,16.14731584,1.908180792,1.908180792,3.490306908,15.75178431,28.54509114,15,13
85,11.13266156,0.219128771,11.13266156,78.17293442,12.69173767,1.778204884,3.337280997,0.219128771,14.83546733,28.54494863,28,15
86,7.195372895,0,90.71953729,1.008397755,5.64862911,2.55514154,10.28886047,0,14.67699238,28.54458219,84,40
87,3.545556553,19.3577604,62.05071078,20.93898078,24.10142155,0.383115784,5.126776938,1.964336169,17.18358237,28.54165063,80,42
88,0.433978418,14.4354502,73.55277552,15.99116929,1.989697505,0.433978418,1.989697505,1.989697505,13.85205555,28.54224102,99,52
89,14.39878438,34.63179898,19.06794159,11.2860129,14.39878438,0.391312728,17.51155585,8.173241421,14.98242903,28.77536047,99,51
90,44.7255461,2.085253094,9.981603651,13.14014387,6.823063428,3.664523205,46.30481621,0.505982983,15.90386657,29.13777358,99,55
91,59.65028192,3.781441494,20.85247607,3.781441494,27.060125,5.333353728,22.4043883,8.437178195,18.91258578,29.69814787,99,51
92,71.9847023,11.28489063,6.615674342,19.06691776,23.73613405,1.94645806,36.18737747,8.17207977,22.3742793,29.8627423,99,49
93,46.58147052,32.44127154,29.2990051,40.29693764,16.72993934,10.44540646,32.44127154,26.15673866,29.2990051,29.91038001,99,50
94,76.47131222,5.885248871,13.7281448,2.7480905,16.86530317,13.7281448,21.57104073,2.7480905,19.21817195,29.91105183,99,51
95,73.75843435,12.01357399,28.99341059,21.27530304,41.34238266,30.5370321,33.62427512,24.36254606,33.23836974,30.11102846,99,52
96,48.00266186,48.00266186,51.15401569,66.91078482,62.18375408,68.48646173,63.75943099,81.09187704,61.19895601,30.35343116,99,51
97,21.54861084,18.41055527,21.54861084,21.54861084,24.68666641,30.96277754,34.10083311,29.39374976,25.27505183,30.19720387,99,52
98,34.99555196,10.23195271,13.32740262,33.44782701,27.2569272,44.28190168,24.16147729,19.51830243,25.90266786,30.31348876,99,53
99,18.28279002,16.71130522,10.42536599,5.710911566,19.85427483,26.14021406,24.56872925,4.139426759,15.72912721,30.20023721,99,54
100,27.22608891,5.548753689,17.93580239,5.548753689,8.645515864,13.29065912,16.3874213,0.903610428,11.93582567,30.18991571,99,53
101,18.05435523,10.17496631,8.599088522,3.87145517,11.75084409,10.17496631,11.75084409,3.87145517,9.780996862,30.18437833,99,48
102,20.28699184,3.093990077,12.47199104,0,21.849992,17.16099152,10.90899088,3.093990077,11.10836718,30.14003861,99,45
103,19.44137826,8.59694841,11.69535694,5.498539881,13.2445612,13.2445612,10.14615267,2.400131353,10.53345374,30.14406949,99,47
104,23.03963028,4.192192798,7.333432379,2.621573008,7.333432379,16.75715112,12.04529175,2.621573008,9.49303459,30.14406949,99,46
105,21.32564055,5.59076866,5.59076866,0.870307093,0,15.03169179,13.45820461,0,7.73342267,30.14152474,99,48
106,32.76827497,26.51416102,28.0776895,23.38710404,7.751819147,18.69651857,14.0059331,7.751819147,19.86916494,30.14219655,99,48
107,17.95449421,8.666323739,16.4064658,2.474210094,14.85843738,16.4064658,28.79069308,4.022238506,13.69741608,30.13366655,99,53
108,21.42466906,7.281109495,5.709602876,0.99508302,8.852616113,15.13864259,10.42412273,0,8.728230736,30.13883748,99,34
109,18.4605349,9.05213508,12.18826835,7.484068443,7.484068443,13.75633499,10.62020172,1.211801897,10.03217673,30.12707056,99,37
110,47.33625541,8.612913795,11.71078112,3.966112801,14.80864845,11.71078112,14.80864845,10.16184746,15.38949858,30.12676519,99,35
111,27.7571684,2.629226972,8.911212329,5.77021965,2.629226972,18.33419036,12.05220501,0,9.760431212,30.13193612,99,36
112,26.30577881,2.786346517,9.058195129,4.35430867,5.922270823,7.490232976,12.19411943,0,8.513906544,30.13558021,99,36
113,19.44437339,10.1494934,10.1494934,2.403760069,3.952906735,14.79693339,13.24778673,3.952906735,9.762206731,30.13555985,99,52
114,23.0000711,10.42865414,8.857227021,5.71437278,21.42864398,10.42865414,12.00008126,2.57151854,11.80365287,30.13991646,99,57
115,30.36477223,17.98517618,17.98517618,8.70047914,17.98517618,21.08007519,16.43772667,0.963231609,16.43772667,30.13867462,99,58
116,32.22350874,10.15674414,14.88533655,5.428151724,8.580546667,13.30913908,24.34252138,7.004349195,14.49128718,30.13924464,99,59
117,40.57365564,10.86048346,17.11588813,3.041227621,13.98818579,12.42433463,15.55203696,6.168929955,14.96559277,30.13401264,99,59
118,41.96533751,2.752727717,23.14328481,2.752727717,9.026745284,15.30076285,16.86926724,5.8897365,14.7125737,30.13368691,99,59
119,38.04993076,3.977392685,22.56241346,3.977392685,7.074896147,8.623647878,7.074896147,0.879889223,11.52755737,30.13688312,99,58
120,34.0243261,4.178187904,13.60328418,5.749037283,2.607338526,16.74498293,15.17413355,1.036489147,11.63972245,30.13399228,99,41
121,22.62081157,5.597390115,11.78772519,0,0.954638809,11.78772519,14.88289273,0.954638809,8.573227802,30.12786452,99,47
122,24.54312371,8.822941144,15.11101417,0.962849863,19.82706894,8.822941144,15.11101417,0.962849863,11.77047538,30.13266901,99,46
123,18.44941269,13.74457111,16.88113217,5.903168489,9.039729539,10.60801006,7.471449014,1.198326913,10.411975,30.1321397,99,42
124,22.58399896,10.1974388,10.1974388,5.552478734,8.649118776,16.39071888,17.9390389,0.907518672,11.55221882,30.13222114,99,45
125,18.31444445,2.605683766,13.60181624,4.176559835,13.60181624,7.318311971,12.03094018,1.034807698,9.085547548,30.13273009,99,43
126,15.296758,4.316708107,5.885286663,7.453865218,15.296758,15.296758,24.70822933,2.748129552,11.37531161,30.13273009,99,45
127,24.72811796,2.773819034,10.61464008,1.205654825,1.205654825,15.31913271,10.61464008,0,8.307707439,30.13266901,99,53
128,27.44494362,8.920248371,13.55142218,2.745349956,1.201625352,13.55142218,13.55142218,4.28907456,10.65693855,30.13574307,99,55
129,24.36208495,11.75576578,13.33155567,5.45260619,5.45260619,18.05892536,5.45260619,3.876816293,10.96787083,30.1327708,99,53
130,21.02844037,7.092282783,13.2861306,8.640744736,16.3830545,19.47997841,22.57690232,3.995358876,14.06036157,30.13783994,99,46
131,26.11976531,7.25672666,10.40056643,5.684806773,11.97248632,11.97248632,7.25672666,4.112886886,10.59705642,30.13619095,99,45
132,20.05056166,4.374201195,13.78001747,2.806565149,7.509473287,15.34765352,7.509473287,1.238929103,9.077109334,30.1065497,99,45
133,27.2498651,8.675362572,10.22323778,7.127487361,13.3189882,16.41473863,16.41473863,0.935986519,12.5450506,30.10148056,99,47
134,24.55995065,5.69993831,7.271606005,7.271606005,8.8432737,15.12994448,18.27327987,4.128270615,11.3972337,30.10667185,99,51
135,27.61878023,4.016208559,13.45723723,2.442703782,0,15.030742,10.31022767,0.869199004,9.218137309,30.11206672,99,50
136,24.18230273,7.162003344,10.25660323,0.972803567,5.6147034,13.35120312,10.25660323,0.972803567,9.096128274,30.10813762,99,52
137,19.79979614,0.929159934,8.791925018,2.501712951,10.36447804,16.6546901,8.791925018,0.929159934,8.595355892,30.10789333,99,54
138,20.27633735,6.207455702,9.333873845,3.081037559,10.89708292,15.58671013,15.58671013,7.770664774,11.09248405,30.09036509,99,56
139,33.48473651,14.9223374,7.188004433,5.64113784,11.82860421,19.56293718,10.28173762,1.000538062,12.98875416,30.08914361,99,58
140,26.10372235,5.664326404,5.664326404,0.947542724,8.808848857,15.09789376,15.09789376,5.664326404,10.38111008,30.08197759,99,57
141,26.69843043,7.983136072,9.542743936,4.863920346,15.78117539,17.34078325,15.78117539,1.74470462,12.46700868,30.08163151,99,55
142,28.22846584,6.384955448,9.505456933,4.824704706,3.264453963,15.7464599,14.18620916,3.264453963,10.67564499,30.08152972,99,59
143,24.73342838,9.05289263,13.75705336,1.212624753,0,18.46121408,5.916785479,5.916785479,9.88134802,30.08157043,99,58
144,22.89544728,11.88051118,8.733386581,2.43913738,0,11.88051118,8.733386581,5.58626198,9.01858027,30.08045074,99,56
145,23.40175926,9.332694635,10.89592404,3.079777024,14.02238284,18.71207105,14.02238284,1.516547621,11.87294241,30.08468521,99,56
146,28.76961363,11.73626036,16.38172035,8.639287044,14.83323369,16.38172035,13.28474702,2.445340403,14.05899036,30.07949392,99,59
147,24.57523791,2.576348967,15.14714265,5.719047387,13.57579344,13.57579344,12.00444423,1.004999757,11.02235097,30.0695185,99,59
148,22.67242515,7.20691018,13.39311617,1.020704192,5.660358683,14.93966767,19.57932216,4.113807186,11.07328892,30.07061783,99,57
149,19.29780712,14.5506193,11.38582742,6.638639607,8.221035546,12.96822336,17.71541118,5.056243669,11.9792259,30.07059747,99,56
150,22.19736743,11.30499887,17.52920947,0,6.636840913,14.41710417,6.636840913,1.968682959,10.08638059,30.06542654,99,60
151,23.00266525,5.717549288,12.003046,2.574800931,4.146175109,12.003046,13.57442018,1.003426752,9.253141189,30.07582948,99,60
152,21.07640151,7.148707659,11.79127228,2.506143042,2.506143042,13.33879381,8.696229198,2.506143042,8.696229198,30.07574804,99,57
153,18.2847789,7.284652986,22.99911858,7.284652986,16.71333234,10.42754611,16.71333234,5.713206427,13.17757758,30.08102077,99,50
154,24.6926103,5.865762871,10.57247473,9.003570775,9.003570775,15.27918658,12.14137868,2.727954967,11.16081371,30.08572346,81,43
155,27.22132892,8.639540559,19.4789171,7.091058196,13.28498765,17.93043474,16.38195238,3.994093469,14.25278913,30.07281649,99,52
156,21.42670004,8.854972043,15.14083604,0.997642047,8.854972043,10.42643804,11.99790404,4.140574045,10.23000479,30.091668,99,54
157,21.6173012,15.3466853,10.64372337,5.940761441,12.21137735,10.64372337,12.21137735,4.373107465,11.62350711,30.08458342,99,49
158,25.8815134,8.896026883,10.44016202,1.175351196,5.807756608,13.5284323,8.896026883,4.263621471,9.861111345,30.08045074,99,53
159,25.71831089,3.591850301,13.07461912,2.011388831,0.43092736,11.49415765,6.752773242,0,7.884253424,30.08067468,99,47
160,18.69943918,4.62818827,4.62818827,9.318605241,4.62818827,12.44554989,9.318605241,1.501243623,8.146000998,30.07869995,99,41
161,45.76905944,25.62613866,28.72504955,7.03267333,34.92287133,13.23049511,34.92287133,10.13158422,25.04509287,30.0981622,99,46
162,68.93758283,5.259627635,22.34395708,3.706506776,23.89707794,9.91899021,19.23771536,2.153385918,19.43185547,30.0970018,99,43
163,23.13377078,5.878086672,13.72157945,7.446785227,7.446785227,12.15288089,13.72157945,2.740689561,10.78026966,30.10302776,99,39
164,22.92319733,7.193237597,11.91222552,8.76623357,11.91222552,13.48522149,16.63121343,4.047245651,12.10885001,30.10828013,99,48
165,26.60584659,4.743758336,15.67480246,1.620602872,15.67480246,15.67480246,12.551647,4.743758336,12.16125256,30.1031092,99,49
166,19.35606338,8.500148831,13.15268364,5.398458961,2.296769091,11.6018387,11.6018387,3.847614026,9.469426916,30.10337385,99,48
167,24.42657911,14.9799015,11.83100896,3.958777621,41.74548807,26.00102538,32.29881045,8.682116427,20.49046344,30.1085855,99,50
168,23.30955733,12.35377981,21.74444626,9.223557661,9.223557661,12.35377981,10.78866874,1.398002287,12.54941869,30.10233559,99,44
169,26.32017442,10.64361579,13.77892751,5.940648198,20.04955097,13.77892751,9.075959925,4.372992334,12.99509958,30.10074767,99,49
170,24.12807112,11.74081743,17.93444428,2.450377157,11.74081743,10.19241072,16.38603756,0.901970445,11.93436827,30.07955499,46,19
171,22.30228305,8.316694005,5.208785327,0.54692231,8.316694005,14.53251136,14.53251136,5.208785327,9.870648343,30.09233981,99,34
172,22.94302539,10.36229485,18.22525144,4.071929572,15.0800688,11.93488616,15.0800688,0,12.21219063,30.0872096,99,38
173,26.48917295,7.72045115,12.4126316,6.156391,10.84857145,15.5407519,17.10481205,4.59233085,12.60813912,30.0922991,99,40
174,9.046576282,15.31922619,18.45555115,7.478413804,4.342088849,15.31922619,5.910251327,5.910251327,10.22269814,30.09187158,99,41
175,19.46980306,13.27517253,11.72651489,7.080541992,5.531884358,14.82383016,13.27517253,0,10.64786494,30.08926576,99,47
176,24.58485471,13.58681269,10.44451497,4.159919525,8.873366106,12.01566383,16.72911041,5.731068385,12.01566383,30.08537738,99,49
177,26.36444982,5.997169988,20.09759449,4.430456155,15.39745299,10.69731149,13.83073916,13.83073916,13.83073916,30.09062974,99,49
178,47.47042795,11.93571745,18.1156671,24.29561675,15.02569228,13.48070486,22.75062934,2.66579297,19.46753109,30.09557674,99,52
179,19.42525115,5.206177827,19.42525115,5.206177827,16.26545708,19.42525115,13.10566301,3.626280791,12.71068875,30.09506779,99,53
180,35.84374204,9.242366795,12.37194035,7.677580015,10.80715357,7.677580015,17.06630069,2.983219677,12.95873539,30.09504743,99,51
181,35.12315331,4.229416789,13.49753774,1.140043137,7.318790441,21.22097187,16.5869114,2.684729963,12.72519433,30.08993757,99,48
182,21.26693668,2.371001482,5.520324014,3.945662748,2.371001482,13.39363035,8.669646547,0.796340215,7.29181794,30.0898765,99,48
183,26.29029004,4.334206224,10.60737303,4.334206224,1.197622821,15.31224813,10.60737303,2.765914522,9.431154253,30.08985614,99,43
184,17.92390316,10.18087515,11.72948075,3.986452749,22.56971996,14.82669195,8.632269551,2.437847148,11.53590505,30.09592282,99,46
185,19.86300357,5.721180675,5.721180675,5.721180675,2.578553364,15.14906261,13.57774895,4.149867019,9.060222192,30.1005848,99,46
186,26.05949011,7.181062047,16.62027608,11.90066906,18.19347841,13.4738714,15.04707374,11.90066906,15.04707374,30.11098774,99,47
187,23.00918253,10.69065173,9.150835384,7.611019034,26.08881523,9.150835384,12.23046808,7.611019034,13.1928533,30.10583717,99,50
188,14.6618998,5.17988867,16.24223499,11.50122942,17.82257018,5.17988867,22.56357575,3.599553481,12.09385512,30.09327628,99,49
189,23.76782165,6.654475492,8.210234234,3.542958009,3.542958009,11.32175172,12.87751046,5.09871675,9.377053291,30.09329664,99,46
190,20.64946206,6.646425952,12.86999756,5.090533051,5.090533051,17.53767626,8.202318853,3.534640151,9.952698367,30.09327628,99,49
191,25.84717738,6.914541819,8.492261449,0.603663298,2.181382929,13.22542034,6.914541819,3.759102559,8.492261449,30.07173752,99,46
192,28.49725046,9.844359281,12.95317448,6.735544084,17.61639727,12.95317448,17.61639727,3.626728887,13.73037828,30.06620014,99,42
193,22.18123241,9.7302296,9.7302296,3.504728194,15.95573101,12.8429803,11.28660495,3.504728194,11.09205803,30.06772699,99,55
194,23.05066028,5.776318709,10.48750277,2.635529333,10.48750277,15.19868684,8.917108086,7.346713398,10.48750277,30.06605764,99,57
195,27.24189337,7.117310688,16.40557962,4.021221044,8.66535551,17.95362444,14.8575348,5.569265866,12.72897317,30.05514575,99,57
196,32.40351422,10.39535606,10.39535606,2.535299577,18.25541255,11.96736736,11.96736736,5.679322171,12.94987442,30.05992988,99,57
197,23.17244494,13.76498921,13.76498921,1.221714916,2.789624204,13.76498921,10.62917064,2.789624204,10.23719332,30.06988494,99,57
198,19.4902549,5.555875943,14.84546192,4.007611614,4.007611614,14.84546192,11.74893326,4.007611614,9.813602848,30.06980351,99,53
199,24.58964702,1.023911718,12.02125486,1.023911718,4.166009759,15.1633529,13.59230388,1.023911718,9.075537947,30.07037353,99,54
200,26.04992988,18.18290114,13.4626839,5.595655165,13.4626839,15.03608965,11.88927815,2.44884367,13.26600818,30.06145673,99,49
201,24.98242338,3.102296868,17.16809248,4.665163048,17.16809248,7.790895407,17.16809248,1.539430689,11.69806085,30.07139143,99,49
202,21.21358807,4.220440401,8.85493522,5.765272008,8.85493522,16.57909325,11.94459843,5.765272008,10.39976683,30.06630193,99,49
203,24.39506983,2.343631867,13.36935085,0.768529155,16.51955627,14.94445356,10.21914543,2.343631867,10.6129211,30.06632229,99,44
204,25.640761,10.14925287,11.69840369,5.501800435,16.34585612,5.501800435,17.89500694,7.050951248,12.47297909,30.06143637,99,54
205,24.55497242,2.550172704,10.40902974,4.121944112,4.121944112,11.98080115,15.12434397,4.121944112,9.62314404,30.06141601,99,50
206,21.39593969,2.530965221,7.247208839,8.819290045,7.247208839,18.25177728,13.53553366,0,9.878490447,30.06129386,99,52
207,23.53655075,9.492243747,23.53655075,9.492243747,34.45990064,14.17367942,14.17367942,3.250329523,16.51439725,30.09620783,99,53
208,28.85965919,5.661721963,8.75478026,16.487426,16.487426,13.3943677,11.84783856,4.115192815,13.20105156,30.09437561,99,52
209,24.09610607,5.120132587,16.18945045,3.538801463,6.70146371,17.77078158,5.120132587,5.120132587,10.45712513,30.09242125,99,49
210,24.98370646,6.229633076,10.91815142,3.103954179,6.229633076,15.60666977,7.792472525,6.229633076,10.1367317,30.0861917,99,48
211,36.5137331,8.641713488,14.83549562,3.996376885,21.02927776,11.73860456,11.73860456,5.544822419,14.25482855,30.09804005,99,53
212,35.41515717,8.636075992,14.93703627,3.910355784,10.21131606,19.66275648,18.08751641,0,13.85752677,30.09398881,99,54
213,13.93881286,13.93881286,9.244566291,0,1.420822005,18.63305943,7.679817434,4.55031972,8.675776325,30.0939481,99,52
214,18.1752475,8.912067971,11.99979448,5.824341462,10.45593123,13.54365774,16.63138425,1.192751698,10.84189704,30.09490492,99,53
